Name,ParentOrg,OrgID,Address
Archive of Vietnamese Boat People,,336121,PO Box 497 Flemington VIC AUSTRALIA
Archives,Royal Australasian College of Surgeons,327257,250-290 Spring St East melbourne VIC 3002 AUSTRALIA
Archives & Special Collections,The University of Melbourne Library,337277,Archives & Special Collections The University of Melbourne VICTORIA VIC 3010 AUSTRALIA
Archives Section,Wellington Shire Council,2017,156 Grant St YARRAM VIC 3971 AUSTRALIA
Archives of the Roman Catholic Archdiocese of Perth,,81003,25 Victoria Avenue PERTH WA 6000 AUSTRALIA
ArchivesACT,,343221,255 Canberra Avenue FYSHWICK ACT 2609 AUSTRALIA
Ardross Primary School Library,Ardross Primary School,9010,Links Road ARDROSS WA 6153 AUSTRALIA
Ardrossan School Community Library,Yorke Peninsula Libraries,8854,14 Second St ARDROSSAN SA 5571 AUSTRALIA
Ariah Park Library,Riverina Regional Library,8837,Coolamon Road ARIAH PARK NSW 2665 AUSTRALIA
Arid Zone Research Institute Library,NT Department of Agriculture and Fisheries,6008,South Stuart Highway Arid Zone Research Institute Library ALICE SPRINGS NT 0870 AUSTRALIA
Armadale Library,City of Armadale Library Service,7463,Shop 64 / 10 Orchard Avenue ARMADALE WA 6112 AUSTRALIA
Armadale SHS Library,Armadale Senior High School,5660,169 South Western Highway ARMADALE WA 6112 AUSTRALIA
"Armadillo, Mona Vale Aero Nautical Museum Library","Armadillo, Mona Vale Aero Nautical Museum",3390,5 Hunter Street North MONA VALE NSW AUSTRALIA
Armidale War Memorial Library,Armidale Regional Council Libraries,4932,Armidale War Memorial Library 1/182 Rusden Street ARMIDALE NSW 2350 AUSTRALIA
Arncliffe Branch Library,Bayside Library,5731,11 Firth Street ARNCLIFFE NSW 2205 AUSTRALIA
Arndell Anglican College,,332597,118 Wolseley Road OAKVILLE NSW 2765 AUSTRALIA
Arnold Bloch Leibler Library,Arnold Bloch Leibler,4671,"Level 21, 333 Collins Street MELBOURNE VIC 3000 AUSTRALIA"
Art & Music Library,Australian National University,8156,The Australian National University School of Art; Building 105 CANBERRA ACT 2600 AUSTRALIA
Art Collection,City of Fremantle,342687,Fremantle Arts Centre 1 Finnerty Street FREMANTLE WA 6160 AUSTRALIA
Art Collection,City of Wanneroo,342691,3 Rocca Way WANNEROO WA 6065 AUSTRALIA
Art Gallery of Ballarat Library,Art Gallery of Ballarat,4053,40 Lydiard St North BALLARAT VIC 3350 AUSTRALIA
Art Gallery of South Australia Research Library,Art Gallery of South Australia,3792,Art Gallery of South Australia North Terrace ADELAIDE SA 5000 AUSTRALIA
Art Library,University of Tasmania,9175,"1st Floor, Centre for the Arts Hunter Street HOBART TAS 7000 AUSTRALIA"
Artarmon Library,Chatswood Central Library,9202,2 Elizabeth Street ARTARMON NSW 2064 AUSTRALIA
Arthritis and Osteoporosis Victoria Library,Arthritis/Osteoporosis Victoria,9807,263 Kooyong Road ELSTERNWICK VIC 3185 AUSTRALIA
Arts Access Society Library,Arts Access Society Inc.,10783,24 Eastern Road SOUTH MELBOURNE VIC 3205 AUSTRALIA
Arts SA Library,Arts SA,6371,110 Hindley Street ADELAIDE SA 5000 AUSTRALIA
Artspace Library,Artspace,3945,43-51 Cowper Wharf Road WOOLLOOMOOLOO NSW 2011 AUSTRALIA
Arundel State School Resource Centre,Arundel State School,4692,Corner of Napper Road & Arundel Drive ARUNDEL QLD 4214 AUSTRALIA
Arup Melbourne Office Library,Arup,1289,"Arup, Sky Park One Melbourne Quarter 699 Collins Street MELBOURNE VIC 3008 AUSTRALIA"
Ascham School: Margaret Bailey Library,,335657,188 New South Head Road EDGECLIFF NSW 2027 AUSTRALIA
Ascot State School Resource Centre,Ascot State School,4689,Pringle Street ASCOT QLD 4007 AUSTRALIA
Ascot Vale Library,Moonee Valley Libraries,3644,165 Union Road ASCOT VALE VIC 3032 AUSTRALIA
Ashburton Library,City of Boroondara Library Service,4017,154 High Street ASHBURTON VIC 3147 AUSTRALIA
Ashfield Municipal Library,Inner West Council,7470,"1st Floor, Civic Centre 260 Liverpool Road ASHFIELD NSW 2131 AUSTRALIA"
Ashford Branch Library,Inverell Shire Public Library,7792,Albury Street ASHFORD NSW 2361 AUSTRALIA
Ashgrove Library,Brisbane City Council Library Service,9397,87 Amarina Avenue ASHGROVE QLD 4060 AUSTRALIA
Ashmore State School Library,Ashmore State School,8871,Currumburra Road ASHMORE QLD 4214 AUSTRALIA
Ashurst Library,,8830,"Level 38, Riverside Centre 123 Eagle Street BRISBANE QLD 4001 AUSTRALIA"
Asia Pacific Collection,R.G. Menzies Library,329497,R.G. Menzies Building (#02) Fellows Road Canberra ACT 0200 AUSTRALIA
Asia Pacific Journal of Arts and Cultural Management,University of South Australia Library,329318,Electronic Resource N/A SA N/A AUSTRALIA
Asian Copper Information Centre,Copper Development Centre,8781,"Suite 1, Level 7, Westfield Towers 100 William Street SYDNEY NSW 2011 AUSTRALIA"
Asperger Syndrome Support Network Resource Library,Asperger Syndrome Support Network,9509,54 Railway Road BLACKBURN VIC 3130 AUSTRALIA
Aspley East State School Library,Aspley East State School,6255,31 Helena Street ASPLEY QLD 4034 AUSTRALIA
Association for the Wellbeing of Children in Healthcare,,8417,Gladesville Hospital Building 40B (Cnr Victoria & Punt Roads) GLADESVILLE NSW 2111 AUSTRALIA
Association of Blind Citizens of NSW Library,Association of Blind Citizens of New South Wales,6785,Shirley House 11a Ethel Street BURWOOD NSW 2134 AUSTRALIA
Association of Ukrainians in Victoria Library,Association of Ukrainians in Victoria,11438,3-11 Russell Street ESSENDON VIC 3040 AUSTRALIA
Assumption Seminary,Capuchin Franciscan Friars,270,Jersey Road PLUMPTON NSW 2761 AUSTRALIA
Astronomical Library,Astronomical Society of South Australia,628,Physics Building University of Adelaide (North Terrace) ADELAIDE SA AUSTRALIA
Astronomical Society of WA Library,Astronomical Society of Western Australia Inc.,7941,Astronomical Society of WA (Inc.) SUBIACO WA 6008 AUSTRALIA
Astronomy Branch Library,Australian National University Library,5673,Mount Stromlo Observatory Cotter Road WESTON ACT 2611 AUSTRALIA
Atheist Foundation of Australia Library,Atheist Foundation of Australia Inc.,5671,PRIVATE MAIL BAG 6 MAITLAND SA 5573 AUSTRALIA
Atherton Library,Tablelands Regional Libraries,13558,16 Robert Street ATHERTON QLD 4883 AUSTRALIA
Atherton Library,The Theosophical Society in Australia,5324,Street Atherton QLD 4883 AUSTRALIA
Athletics Victoria,,336229,The Trophy Monitor P.O. Box 4249 Frankston Heights VIC AUSTRALIA
Attorney General's Department,,7755,4 National Circuit BARTON ACT 2600 AUSTRALIA
Auburn Hospital Library,Western Sydney Local Health District,5320,18-20 Hargrave Road AUBURN NSW 2144 AUSTRALIA
Auburn Library,Cumberland Council,8107,Civic Place 1 Susan Street AUBURN NSW 2144 AUSTRALIA
Auchmuty Library,University of Newcastle Library,340497,University Drive CALLAGHAN NSW 2308 AUSTRALIA
Audiovisual Collections,Australian Institute of Aboriginal and Torres Strait Islander Studies,329537,Acton Peninsula Lawson Crescent ACTON ACT 2601 AUSTRALIA
Augusta Historical Society Library,Augusta Historical Society,7944,AUGUSTA WA 6290 AUSTRALIA
Augusta Public Library,Shire of Augusta-Margaret River Libraries,7473,Allnut Terrace AUGUSTA WA 6290 AUSTRALIA
Augustinian Province Library,"Order of Saint Augustine, Province of Australia",313,60 Federal Parade BROOKVALE NSW 2100 AUSTRALIA
Aurecon Pty Ltd - Melbourne,Aurecon Pty Ltd,8330,60 Albert Road SOUTH MELBOURNE VIC 3205 AUSTRALIA
Aurecon Pty Ltd - Sydney,Aurecon Pty Ltd,8331,"Library Level 2, 116 Military Road NEUTRAL BAY NSW 2089 AUSTRALIA"
Aurecon Pty Ltd Library - Brisbane,,310238,"Level 14, 32 Turbot Street BRISBANE QLD AUSTRALIA"
AusStage,,333338,Flinders University GPO Box 2100 ADELAIDE SA 5001 AUSTRALIA
Ausdance National Library,Australian Dance Council - Ausdance Inc.,112128,Level 2 40 Mort Street BRADDON ACT 2612 AUSTRALIA
Ausdance Victoria Library,Ausdance,4871,170 Southbank Boulevard SOUTHBANK VIC 3006 AUSTRALIA
Aussie Global Books,,330817,PO Box 600 Balwyn North VIC 3104 AUSTRALIA
Austin Health Library,Austin Health,9814,"Level 4, Lance Townsend Building 145 Studley Rd HEIDELBERG VIC 3084 AUSTRALIA"
Austrade Research & Information Centre,Australian Trade and Investment Commission,16168,"Level 23, Aon Tower, 201 Kent Street SYDNEY NSW 2000 AUSTRALIA"
Austral Public School Library,Austral Public School,1607,Edmondson Ave AUSTRAL NSW 2171 AUSTRALIA
Australasian College of Dermatologists Library,Australasian College of Dermatologists,9718,136 Pittwater Road GLADESVILLE NSW 2111 AUSTRALIA
Australasian College of Natural Therapies Library,Australasian College of Natural Therapies,4165,57-61 Foveaux Street SURRY HILLS NSW 2010 AUSTRALIA
Australasian Institute of Mining and Metallurgy Library,Australasian Institute of Mining and Metallurgy,2363,"Level 3, 15-31 Pelham Street CARLTON VIC 3053 AUSTRALIA"
Australasian Journal of Victorian Studies,,329417,Electronic Resource N/A VIC N/A AUSTRALIA
Australasian Legal Information Institute,UNSW Sydney;University of Technology Sydney,337808,Data contributed via the ANDS Research Data Australia portal Sydney NSW AUSTRALIA
Australia Post: POSTlibrary & Knowledge Centre,Australia Post,1300,Lvl 15 111 Bourke Street MELBOURNE VIC 3000 AUSTRALIA
Australia's National Research Organisation for Women's Safety Library,,341761,"Level 11, 31 Market Street SYDNEY NSW 2000 AUSTRALIA"
AustraliaDancing,National Library of Australia - Resource Discovery Services,96023,"People Australia, Resource Discovery Services National Library of Australia PARKES ACT 2600 AUSTRALIA"
Australian Antarctic Division Library,"Department of Climate Change, Energy, the Environment and Water",9216,203 Channel Highway KINGSTON TAS 7050 AUSTRALIA
Australian Army Museum of Western Australia,,9911,Artillery Barracks Burt St FREMANTLE WA AUSTRALIA
Australian Business Library,Australian Business Ltd.,1710,"Level 11, 140 Arthur Street NORTH SYDNEY NSW 2060 AUSTRALIA"
Australian Business database,ABIX: Australasian Business Intelligence,8418,"Level 6, 67 Albert Avenue CHATSWOOD NSW 2067 AUSTRALIA"
Australian Capital Equity,,342003,30 Kings Park Road WEST PERTH WA 6005 AUSTRALIA
Australian Catholic University Library,Australian Catholic University,331477,"Bldg 502, James Carroll Building 40 Edward Street NORTH SYDNEY NSW 2060 AUSTRALIA"
Australian Centre for Photography Library,Australian Centre for Photography Ltd.,6372,257 Oxford Street PADDINGTON NSW 2021 AUSTRALIA
Australian Centre for the Moving Image Collections,Australian Centre for the Moving Image,9613,222 Park Street SOUTH MELBOURNE VIC 3205 AUSTRALIA
Australian Chamber Orchestra Library,Australian Chamber Orchestra Pty Ltd,7951,Opera Quays 2 East CIRCULAR QUAY NSW 2000 AUSTRALIA
Australian Chiropractic College Library,,341920,Level 1 Dowie House 83-89 Currie Street ADELAIDE SA 5000 AUSTRALIA
Australian College of Physical Education Library,Australian College of Physical Education,7878,"Level 3, Quad 4 10 Parkview Drive SYDNEY OLYMPIC PARK NSW 2127 AUSTRALIA"
Australian Commando Museum,Australian Commando Association,335097,Fort Gellibrand Morris Street Williamstown VIC 3016 AUSTRALIA
Australian Contemporary Music Development Library,Australian Contemporary Music Development Company Ltd,1102,62-74 Pickles Street SOUTH MELBOURNE VIC 3205 AUSTRALIA
Australian Copyright Council Library,Australian Copyright Council,8419,3/245 Chalmers Street REDFERN NSW 2016 AUSTRALIA
Australian Correspondence Schools Library,Australian Correspondence Schools,4590,129 San Fernando Drive WORONGARY QLD 4211 AUSTRALIA
Australian Credit Union Archives,Australian Credit Union Archives Trust,3441,"Suite 3, 59 Buckingham Street SURRY HILLS NSW 2010 AUSTRALIA"
Australian Croatian Association Library,Australian Croatian Association Melbourne,11439,72 Whitehall Street FOOTSCRAY VIC 3011 AUSTRALIA
Australian Dictionary of Biography Online,Australian National University,326997,"Australian Dictionary of Biography, Research School of Social Sciences Building 9, H C Coombs Building The Australian National University ACT 0200 AUSTRALIA"
Australian Directory of Electronic Literature and Text-based Art (ADELTA),Western Sydney University,339357,"ADELTA, Penrith Campus, Western Sydney University Second Avenue KINGSWOOD NSW 2747 AUSTRALIA"
Australian Education Research Organisation,,343301,c/- ESA level 22/180 Lonsdale Street MELBOURNE VIC 3000 AUSTRALIA
Australian Education Research Organisation,,343301,c/- ESA level 22/180 Lonsdale Street MELBOURNE VIC 3000 AUSTRALIA
Australian Elizabethan Theatre Trust,,339957,PO Box 1203 NEUTRAL BAY NSW 2089 AUSTRALIA
Australian Emergency Management Library,,4303,"Australian Institute for Disaster Resilience Level 1, 340 Albert Street EAST MELBOURNE VIC 3002 AUSTRALIA"
Australian Federation of Employers and Industries.,Australian Federation of Employers and Industries,6939,"Level 2, 97-99 Bathurst Street SYDNEY NSW 2000 AUSTRALIA"
Australian Freethought Heritage Library,Council of Australian Humanist Societies,9278,4 Alandale Avenue BALWYN VIC AUSTRALIA
Australian Garden History Society,,339897,Gate Lodge 100 Birdwood Avenue MELBOURNE VIC 5043 AUSTRALIA
Australian Gliding Museum,,336101,20 Jensz Road Parwan VIC AUSTRALIA
Australian Golf Union Library,Australian Golf Union Incorporated,8420,Golf Australia House 153-155 Cecil Street SOUTH MELBOURNE VIC 3205 AUSTRALIA
Australian Human Resources Institute,,330297,Level 13 565 Bourke Street MELBOURNE VIC 3000 AUSTRALIA
Australian Human Rights Commission Library,Australian Human Rights Commission,4800,"Level 8, Piccadilly Tower 133 Castlereagh Street SYDNEY NSW 2000 AUSTRALIA"
Australian Human Rights Information Centre - Documentation Centre,UNSW Sydney,2288,Freehills Law Library University of New South Wales SYDNEY NSW 2052 AUSTRALIA
Australian Industrial Chemicals Introduction Scheme (AICIS),,335257,"L7, 260 Elizabeth Street Surry Hills NSW 2010 AUSTRALIA"
Australian Industry Group Library,Australian Industry Group,7964,20 Queens Road MELBOURNE VIC 3004 AUSTRALIA
Australian Institute of Business,,338757,"Level 16, 1 King William Street ADELAIDE SA 5000 AUSTRALIA"
Australian Institute of Genealogical Studies Library,Australian Institute of Genealogical Studies Inc.,6253,1/41 Railway Road BLACKBURN VIC 3130 AUSTRALIA
Australian Institute of Higher Education,,328297,"Level 4, 451 Pitt St Sydney NSW 2000 AUSTRALIA"
Australian Institute of International Affairs - Victorian Branch Library,Australian Institute of International Affairs,149058,124-6 Jolimont Rd East Melbourne VIC 3002 AUSTRALIA
Australian Institute of Management,Australian Institute of Management,7539,7 Macquarie Place SYDNEY NSW 2000 AUSTRALIA
Australian Institute of Music Library,Australian Institute of Music,7021,1-55 Foveaux Street Surry Hills NSW 2010 AUSTRALIA
Australian Institute of Police Management Library,Australian Federal Police;Australian Institute of Police Management,3794,Former School of Artillery North Head Scenic Drive MANLY NSW 2095 AUSTRALIA
Australian Institute of Professional Counsellors Library,Australian Institute of Professional Counsellors,6917,47 Baxter Street FORTITUDE VALLEY QLD 4006 AUSTRALIA
Australian International Christian School Library,Australian International Christian School,11412,76 Federal Highway WATSON ACT 2601 AUSTRALIA
Australian International School Library,Australian International School,245,48a Oxford Street EPPING NSW 2121 AUSTRALIA
Australian Jazz Museum,,8358,Koomba Park 15 Mountain Highway WANTIRNA VIC 3152 AUSTRALIA
Australian Jewish Genealogical Society Library,Australian Jewish Genealogical Society,5196,PO Box 42 LANE COVE NSW 1595 AUSTRALIA
Australian Jewish Historical Society Library,Australian Jewish Historical Society Inc.,9227,146 Darlinghurst Road DARLINGHURST NSW 2010 AUSTRALIA
Australian Jewish Historical Society Victoria Inc Library,Australian Jewish Historical Society Victoria Inc,7956,Jewish Museum of Australia 26 Alma Road ST KILDA VIC 3182 AUSTRALIA
Australian Jewish Historical Society: AJHS Journal,Australian Jewish Historical Society Inc.,342782,146 Darlinghurst Road DARLINGHURST NSW 2010 AUSTRALIA
Australian Joint Copying Project,,341240,National Library of Australia Parkes Place PARKES ACT 2600 AUSTRALIA
Australian Journal of Adoption,National Library of Australia,329319,Electronic Resource N/A ACT N/A AUSTRALIA
Australian Labor Party - Castlemaine Branch,,342540,PO BOX 351 BENDIGO VIC 3552 AUSTRALIA
Australian Lace Guild (Victorian Branch),,344002,PO Box 7086 Brighton VIC 3186 AUSTRALIA
Australian Lebanese Historical Society,,164003,PO Box 712 COOGEE NSW 2034 AUSTRALIA
Australian Listening Library,,299,"3rd Floor, 26 Ridge Street NORTH SYDNEY NSW 2060 AUSTRALIA"
Australian Meteorological Association,,341380,Australian Meteorological Association c/o Bureau of Meteorology (SA) 431 King William Street ADELAIDE SA 5000 AUSTRALIA
Australian Mineral Ventures Library,,8422,7 Mouat Street FREMANTLE WA 6160 AUSTRALIA
Australian Multicultural Community Services,,336150,Suite 111 44-56 Hampstead Rd Maidstone VIC AUSTRALIA
Australian Museum Archives,Australian Museum,325777,6 College Street SYDNEY NSW 2019 AUSTRALIA
Australian Museum Research Library,Australian Museum,7877,1 William Street SYDNEY NSW 2010 AUSTRALIA
Australian Music Online,,60098,Level A 19 Boundary Street DARLINGHURST NSW 2010 AUSTRALIA
Australian National Academy of Music,,329817,210 Bank Street South Melbourne VIC 3205 AUSTRALIA
Australian National Botanic Gardens Library,"Department of Climate Change, Energy, the Environment and Water",2083,"1st floor, Botany Building, Clunies Ross Street CANBERRA ACT 2600 AUSTRALIA"
Australian National Data Service,,331137,"ANDS Office Monash University Building F, Level 6, 900 Dandenong Road CAULFIELD EAST VIC 3145 AUSTRALIA"
Australian National Islamic Library,,125680,221 Clive Steele Avenue MONASH ACT AUSTRALIA
Australian National Museum of Education,,343060,"Building 5, BOX 24 University of Canberra CANBERRA ACT 2601 AUSTRALIA"
Australian National University Library,Australian National University,8719,"University Library, The Australian National University J.B. Chifley Building ACTON ACT 2601 AUSTRALIA"
Australian National University Online,Australian National University,333738,Australian National University ACTON ACT 0200 AUSTRALIA
Australian National University: Institutional Repository,Australian National University Library,334817,J.B. Chifley Building CANBERRA ACT 0200 AUSTRALIA
Australian Newspaper Fiction Database,Australian National University,340037,"ANU College of Arts & Social Sciences Beryl Rawson Building, 13 Ellery Crescent CANBERRA ACT 2601 AUSTRALIA"
Australian Ocean Data Network,,337837,Australian Ocean Data Network (AODN) University of Tasmania TAS 7001 AUSTRALIA
Australian Paralympic History Project,Australian Paralympic Committee,343241,"Building A, 1 Herb Elliott Avenue Olympic Park NSW 2127 AUSTRALIA"
